Unit,Price           (1 - 500),Tab,Country,Is Command,Is Prototype,Amphibious,Speed              (23 km - 1100km),Autonomy          (60 km+),Strength         (2 - 300),Optics Ground         (40 - 220),Optics Air         (10 - 900),Optics Anti-Radar         (300 - 500),Stealth                           (0.7 - 3),Size Modifier                  (-0.2 - 0.1),Front Armor       (0 - 23),Side Armor      (0 - 12),Rear Armor       (0 - 6),Top Armor      (0 - 4),Weapon1 Type,Weapon1 HE                  (0 - 30),Weapon1 AP               (0 - 200),Weapon1 Fire Starting Probability                  (0 - 100%),Weapon1 Ammo,Weapon1 Aim Time,Weapon1 Time Between Shots,Weapon1 Shots Per Salvo,Weapon1 Reload Time,Weapon1 Dmg Radius,Weapon1 Surpress Radius,Weapon1 Accuracy,Weapon1 Accuracy While Moving,Weapon1 Range Ground,Weapon1 Range Ground Minimum,Weapon1 Range Helicopters,Weapon1 Range Helicopters Minimum,Weapon1 Range Planes,Weapon1 Range Planes Minimum,Weapon1 Range Ships,Weapon1 Range Ships Minimum,Weapon1 Supply Cost Per Salvo,Weapon2 Type,Weapon2 HE,Weapon2 AP,Weapon2 Fire Starting Probability                  (0 - 100%),Weapon2 Ammo,Weapon2 Aim Time,Weapon2 Time Between Shots,Weapon2 Shots Per Salvo,Weapon2 Reload Time,Weapon2 Damage Radius,Weapon2 Surpress Radius,Weapon2 Accuracy,Weapon2 Accuracy While Moving,Weapon2 Range Ground,Weapon2 Range Ground Minimum,Weapon2 Range Helicopters,Weapon2 Range Helicopters Minimum,Weapon2 Range Planes,Weapon2 Range Planes Minimum,Weapon2 Range Ships,Weapon2 Range Ships Minimum,Weapon2 Supply Cost Per Salvo,Weapon3 Type,Weapon3 HE,Weapon3 AP,Weapon3 Fire Starting Probability                  (0 - 100%),Weapon3 Ammo,Weapon3 Aim Time,Weapon3 Time Between Shots,Weapon3 Shots Per Salvo,Weapon3 Reload Time,Weapon3 Damage Radius,Weapon3 Surpress Radius,Weapon3 Accuracy,Weapon3 Accuracy While Moving,Weapon3 Range Ground,Weapon3 Range Ground Minimum,Weapon3 Range Helicopters,Weapon3 Range Helicopters Minimum,Weapon3 Range Planes,Weapon3 Range Planes Minimum,Weapon3 Range Ships,Weapon3 Range Ships Minimum,Weapon3 Supply Cost Per Salvo,Year,Decks
OT-62A,5,VHC,Czechoslavakia,FALSE,FALSE,TRUE,60 km/h,450 km,10,60,20,,1,,2,1,1,1,MMG,0.5,,,1200,1 s,1 s,10,2 s,2 m,7 m,15%,5%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,Mechanized|Armored|Support
OT-62B,10,VHC,Czechoslavakia,FALSE,FALSE,TRUE,60 km/h,450 km,10,60,20,,1,,2,1,1,1,MMG,0.5,,,1200,1 s,1 s,10,2 s,2 m,7 m,15%,5%,875 m,,525 m,,,,875 m,,20,Recoilless Rifle,2,12,,8,1 s,1 s,1,8 s,2 m,144 m,40%,,1400 m,,,,,,1400 m,,15,,,,,,,,,,,,,,,,,,,,,,,1965,Mechanized|Armored|Support
VSOT-64A/R2,120,LOG,Czechoslavakia,TRUE,FALSE,TRUE,95 km/h,710 km,10,80,40,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,Motorized|Support
OT-64A,10,VHC,Czechoslavakia,FALSE,FALSE,TRUE,95 km/h,710 km,10,60,20,,1,,1,1,1,1,HMG,1,1,,400,1 s,1 s,6,3 s,4 m,13 m,10%,5%,1400 m,,,,,,1400 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,Motorized
OT-64C,15,VHC,Czechoslavakia,FALSE,FALSE,TRUE,95 km/h,710 km,10,60,20,,1,,1,1,1,1,HMG,1,1,,400,1 s,1 s,6,3 s,4 m,13 m,10%,5%,1400 m,,,,,,1400 m,,20,ATGM,1,13,,4,2 s,1 s,1,10 s,4 m,280 m,35%,,2450 m,175 m,,,,,2450 m,175 m,53,,,,,,,,,,,,,,,,,,,,,,,1972,Motorized
T-55,25,REC,Czechoslavakia,FALSE,FALSE,FALSE,50 km/h,500 km,10,120,40,,1.5,,7,3,2,1,Main Gun,3,11,,32,1 s,1 s,1,8 s,2 m,175 m,30%,10%,1925 m,,,,,,1925 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,Mechanized|Motorized|Armored|Support
T-55A,25,TNK,Czechoslavakia,FALSE,FALSE,FALSE,50 km/h,600 km,10,40,20,,1,,7,3,2,1,Main Gun,3,11,,32,1 s,1 s,1,8 s,2 m,175 m,40%,15%,1925 m,,,,,,1925 m,,20,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,10%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1970,Mechanized|Motorized|Armored
T-72,40,TNK,Czechoslavakia,FALSE,FALSE,FALSE,60 km/h,700 km,10,60,20,,1,,11,6,3,2,Main Gun,4,13,,28,1 s,9 s,28,9 s,2 m,219 m,45%,25%,1925 m,,,,,,1925 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1977,Mechanized|Armored|Support
T-72M,50,TNK,Czechoslavakia,FALSE,FALSE,FALSE,60 km/h,700 km,10,60,20,,1,,12,7,3,2,Main Gun,4,14,,28,1 s,9 s,28,9 s,2 m,219 m,50%,35%,2100 m,,,,,,2100 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1980,Mechanized|Armored|Support
TO-55,35,VHC,Czechoslavakia,FALSE,FALSE,FALSE,50 km/h,600 km,10,40,20,,1,,7,3,2,1,Main Gun,1,11,,21,1 s,1 s,1,8 s,2 m,175 m,30%,10%,1925 m,,,,,,1925 m,,20,Flamethrower,2,,100%,100,1 s,1 s,20,4 s,70 m,140 m,30%,,1050 m,,,,,,1050 m,,200,,,,,,,,,,,,,,,,,,,,,,,1960,Mechanized|Motorized|Armored|Support
VELITELSKÉ UAZ,100,LOG,Czechoslavakia,TRUE,FALSE,FALSE,70 km/h,750 km,5,80,40,,1,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,Mechanized|Motorized|Airborne|Armored|Support
M/113A1,5,VHC,Denmark,FALSE,FALSE,TRUE,65 km/h,480 km,10,60,20,,1,,1,1,1,1,MMG,0.75,,,2000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,Mechanized|Armored|Support
M/125,30,SUP,Denmark,FALSE,FALSE,TRUE,65 km/h,480 km,10,40,10,,1,,1,1,1,4,Mortar,3,,30%,140,4 s,2 s,5,8 s,28 m,85 m,,,4900 m,490 m,,,,,4900 m,490 m,120,MMG,0.75,,,600,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1979,Mechanized|Motorized|Marine|Armored|Support
M/113A1 TOW 2,50,VHC,Denmark,FALSE,FALSE,TRUE,65 km/h,480 km,10,60,40,,1,,1,1,1,4,ATGM,1,25,,8,2 s,1 s,1,5 s,4 m,280 m,70%,,2625 m,175 m,,,,,2625 m,175 m,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987,Mechanized|Motorized|Armored|Support
M/113A1 TOW,25,VHC,Denmark,FALSE,FALSE,TRUE,65 km/h,480 km,10,60,40,,1,,1,1,1,4,ATGM,1,15,,8,2 s,1 s,1,5 s,4 m,280 m,50%,,2625 m,175 m,,,,,2625 m,175 m,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,Mechanized|Motorized|Armored|Support
MD JUPITER,5,VHC,Denmark,FALSE,FALSE,FALSE,50 km/h,500 km,5,60,20,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Armored|Support
FORSYNINGS JUPITER,20,LOG,Denmark,FALSE,FALSE,FALSE,70 km/h,,5,40,10,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Armored|Support
NM106,40,SUP,Norway,FALSE,FALSE,TRUE,65 km/h,480 km,10,40,10,,1,,1,1,1,4,Mortar,4,,30%,72,6 s,3 s,4,10 s,37 m,112 m,,,6300 m,630 m,,,,,6300 m,630 m,128,MMG,0.75,,,600,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1964,Mechanized|Motorized|Marine|Armored|Support
NM113,5,VHC,Norway,FALSE,FALSE,TRUE,65 km/h,480 km,10,60,20,,1,,1,1,1,1,MMG,0.75,,,2000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,Mechanized|Armored|Support
NM113 RAKPV,25,VHC,Norway,FALSE,FALSE,TRUE,65 km/h,480 km,10,60,40,,1,,1,1,1,4,ATGM,1,15,,8,2 s,1 s,1,5 s,4 m,280 m,50%,,2625 m,175 m,,,,,2625 m,175 m,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,Mechanized|Motorized|Armored|Support
NM113 RFK,10,VHC,Norway,FALSE,FALSE,TRUE,65 km/h,480 km,10,60,40,,1,,1,1,1,4,Recoilless Rifle,3,12,,20,1 s,1 s,1,8 s,2 m,186 m,30%,,1750 m,,,,,,1750 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,Mechanized|Motorized|Armored|Support
NM125,30,SUP,Norway,FALSE,FALSE,TRUE,65 km/h,480 km,10,40,10,,1,,1,1,1,4,Mortar,3,,30%,140,4 s,2 s,5,8 s,28 m,85 m,,,4900 m,490 m,,,,,4900 m,490 m,120,MMG,0.75,,,600,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1976,Mechanized|Motorized|Marine|Armored|Support
NM109,50,SUP,Norway,FALSE,FALSE,FALSE,50 km/h,350 km,10,40,10,,1,0.05,2,1,1,1,Howitzer,7,,30%,28,30 s,10 s,7,30 s,109 m,217 m,,,14000 m,1400 m,,,,,14000 m,1400 m,175,MMG,0.5,,,1000,1 s,1 s,10,2 s,2 m,7 m,30%,20%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1964,Mechanized|Marine|Armored|Support
BM-21 GRAD,65,SUP,Poland,FALSE,FALSE,FALSE,75 km/h,750 km,5,40,10,,1,,4,4,4,4,MLRS,7,,25%,40,30 s,1 s,40,240 s,51 m,256 m,,,17500 m,3500 m,,,,,17500 m,3500 m,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,Motorized|Marine|Airborne|Support
BRDM-2,15,REC,Poland,FALSE,FALSE,TRUE,100 km/h,750 km,10,120,40,,1.5,-0.05,1,1,1,1,HMG,1,1,,400,1 s,1 s,6,3 s,4 m,13 m,10%,5%,1400 m,,,,,,1400 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,Mechanized|Motorized|Marine|Airborne|Support
BRDM-2 KONKURS,35,VHC,Poland,FALSE,FALSE,TRUE,80 km/h,750 km,10,60,40,,1,-0.05,1,1,1,1,ATGM,1,20,,10,2 s,1 s,5,20 s,4 m,280 m,45%,,2625 m,175 m,,,,,2625 m,175 m,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,Mechanized|Motorized|Marine|Support
T-72,40,TNK,Poland,FALSE,FALSE,FALSE,60 km/h,700 km,10,60,20,,1,,11,6,3,2,Main Gun,4,13,,28,1 s,9 s,28,9 s,2 m,219 m,45%,25%,1925 m,,,,,,1925 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1977,Mechanized|Armored|Support
T-72M JAGUAR,50,TNK,Poland,FALSE,FALSE,FALSE,60 km/h,700 km,10,60,20,,1,,12,7,3,2,Main Gun,4,14,,28,1 s,9 s,28,9 s,2 m,219 m,50%,35%,2100 m,,,,,,2100 m,,700,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1980,Mechanized|Armored|Support
TO-55,35,VHC,Poland,FALSE,FALSE,FALSE,50 km/h,600 km,10,40,20,,1,,7,3,2,1,Main Gun,1,11,,21,1 s,1 s,1,8 s,2 m,175 m,30%,10%,1925 m,,,,,,1925 m,,20,Flamethrower,2,,100%,100,1 s,1 s,20,4 s,70 m,140 m,30%,,1050 m,,,,,,1050 m,,200,,,,,,,,,,,,,,,,,,,,,,,1960,Mechanized|Motorized|Marine|Armored|Support
UAZ-469A ZWIAD.,25,REC,Poland,FALSE,FALSE,FALSE,70 km/h,750 km,5,170,40,,1.5,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,Motorized|Marine|Airborne|Support
WD-43,100,LOG,Poland,TRUE,FALSE,FALSE,70 km/h,750 km,5,80,40,,1,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,Mechanized|Motorized|Marine|Airborne|Armored|Support
Fla-Kom KUB-M,45,SUP,East Germany,FALSE,FALSE,FALSE,45 km/h,250 km,10,60,250,,1,0.05,1,1,1,1,SAM,9,,,3,0 s,1 s,3,25 s,221 m,441 m,40%,,,,2450 m,490 m,3850 m,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,Mechanized|Armored|Support
LKV URAL,5,VHC,East Germany,FALSE,FALSE,FALSE,50 km/h,650 km,5,60,20,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Armored|Support
T-55,25,REC,Soviet Union,FALSE,FALSE,FALSE,50 km/h,500 km,10,120,40,,1.5,,7,3,2,1,Main Gun,3,11,,32,1 s,1 s,1,8 s,2 m,175 m,30%,10%,1925 m,,,,,,1925 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,Mechanized|Motorized|Marine|Armored|Support
BARGE,,SHP,United States,FALSE,FALSE,TRUE,175 km/h,,10,60,20,,1,,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Armored|Support
BARGE,,SHP,Soviet Union,FALSE,FALSE,TRUE,210 km/h,,10,60,20,,1,,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,Mechanized|Motorized|Marine|Airborne|Armored|Support
CHAM-SU-RI,75,SHP,South Korea,FALSE,FALSE,,550 km/h,,50,80,40,,0.8,,2,2,2,4,Naval Auto-cannon,1,,10%,200,1 s,1 s,5,2 s,19 m,64 m,15%,15%,2100 m,,2100 m,,1400 m,,2100 m,,25,CIWS,1,,,6000,,1 s,10,4 s,11 m,46 m,35%,35%,1400 m,,1400 m,,350 m,,1400 m,,10,CIWS,1,,,6000,,1 s,10,4 s,11 m,46 m,35%,35%,1400 m,,1400 m,,350 m,,1400 m,,10,1975,Mechanized|Motorized|Marine|Airborne|Armored|Support
STRB 90 H,70,SHP,Sweden,FALSE,FALSE,,600 km/h,,40,220,40,,1,,2,2,2,4,ATGM,1,26,,8,2 s,1 s,1,2 s,4 m,280 m,70%,50%,2800 m,175 m,,,,,2800 m,175 m,291,MMG,0.75,,,12000,1 s,0 s,20,4 s,4 m,11 m,15%,15%,1225 m,,1225 m,,,,1225 m,,40,MMG,0.75,,,12000,1 s,0 s,20,4 s,4 m,11 m,15%,15%,1225 m,,1225 m,,,,1225 m,,40,1991,Mechanized|Motorized|Marine|Airborne|Armored|Support
DONG-HAE,85,SHP,South Korea,FALSE,FALSE,,400 km/h,,100,80,250,,0.7,,4,2,4,4,Naval Gun,2,,10%,320,1 s,1 s,16,12 s,40 m,67 m,20%,20%,3150 m,,2100 m,,700 m,,3150 m,,160,Naval Auto-cannon,1,,,3000,0 s,1 s,15,6 s,8 m,105 m,50%,50%,1400 m,,3500 m,,3500 m,,1400 m,,75,Naval Auto-cannon,1,,,3000,0 s,1 s,15,6 s,8 m,105 m,50%,50%,1400 m,,3500 m,,3500 m,,1400 m,,75,1982,Mechanized|Motorized|Marine|Airborne|Armored|Support
FREMANTLE,100,SHP,ANZAC,TRUE,FALSE,,450 km/h,,80,120,40,,0.7,,2,2,2,4,Naval Auto-cannon,1,,10%,400,1 s,1 s,5,2 s,19 m,64 m,15%,15%,2100 m,,2100 m,,1400 m,,2100 m,,25,MMG,0.75,,,10000,1 s,0 s,20,4 s,4 m,11 m,15%,15%,1225 m,,1225 m,,,,1225 m,,40,MMG,0.75,,,10000,1 s,0 s,20,4 s,4 m,11 m,15%,15%,1225 m,,1225 m,,,,1225 m,,40,1979,Mechanized|Motorized|Marine|Airborne|Armored|Support
HATSUYUKI,250,SHP,Japan,TRUE,FALSE,,450 km/h,,200,120,120,,0.1,,4,2,4,4,Naval Gun,3,,10%,640,1 s,1 s,16,12 s,40 m,67 m,25%,25%,3150 m,,2100 m,,1400 m,,3150 m,,240,SSM,4,80,,8,4 s,3 s,1,10 s,140 m,280 m,40%,40%,,,,,,,8750 m,700 m,250,SSM,4,80,,8,4 s,3 s,1,10 s,140 m,280 m,40%,40%,,,,,,,8750 m,700 m,250,1982,Mechanized|Motorized|Marine|Airborne|Armored|Support
MONITOR 105,50,SHP,United States,FALSE,FALSE,,250 km/h,,40,120,40,,1,,2,2,2,4,Autocannon,1,2,5%,300,1 s,0 s,2,1 s,5 m,18 m,15%,10%,1575 m,,1575 m,,,,1575 m,,15,Autocannon,1,2,5%,300,1 s,0 s,2,1 s,5 m,18 m,15%,10%,1575 m,,1575 m,,,,1575 m,,15,Howitzer,5,,5%,200,10 s,8 s,10,10 s,74 m,147 m,,,16800 m,1680 m,,,,,16800 m,1680 m,259,1959,Mechanized|Motorized|Marine|Airborne|Armored|Support
KOMAR,40,SHP,North Korea,FALSE,FALSE,,600 km/h,,40,80,40,,1.2,,2,2,2,4,SSM,8,160,,2,4 s,3 s,1,10 s,140 m,280 m,50%,50%,,,,,,,5250 m,700 m,250,SSM,8,160,,2,4 s,3 s,1,10 s,140 m,280 m,50%,50%,,,,,,,5250 m,700 m,250,Naval Auto-cannon,1,,,2000,0 s,1 s,10,6 s,9 m,18 m,15%,5%,875 m,,2800 m,,2625 m,,875 m,,50,1960,Mechanized|Motorized|Marine|Airborne|Armored|Support
KONGO,420,SHP,Japan,TRUE,FALSE,,550 km/h,,250,120,250,,0.05,,4,2,4,4,Naval Gun,8,,10%,300,1 s,1 s,5,6 s,67 m,110 m,40%,40%,6125 m,,2100 m,,1400 m,,6125 m,,200,SSM,4,80,,8,4 s,1 s,4,30 s,140 m,280 m,40%,40%,,,,,,,8750 m,700 m,1000,SSM,4,80,,8,4 s,1 s,4,30 s,140 m,280 m,40%,40%,,,,,,,8750 m,700 m,1000,1991,Mechanized|Motorized|Marine|Airborne|Armored|Support
LCM 8,5,SHP,United States,FALSE,FALSE,,600 km/h,,40,60,20,,1,,2,2,2,4,MMG,0.75,,,4000,1 s,0 s,20,4 s,4 m,11 m,15%,15%,1225 m,,1225 m,,,,1225 m,,40,MMG,0.75,,,4000,1 s,0 s,20,4 s,4 m,11 m,15%,15%,1225 m,,1225 m,,,,1225 m,,40,,,,,,,,,,,,,,,,,,,,,,,1960,Mechanized|Motorized|Marine|Airborne|Armored|Support
LCU 1610,75,SHP,United States,FALSE,FALSE,,400 km/h,,60,60,20,,0.8,,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,Mechanized|Motorized|Marine|Airborne|Armored|Support
LA FAYETTE,200,SHP,France,TRUE,FALSE,,375 km/h,,150,120,160,,1.5,,4,2,4,4,Naval Gun,6,,10%,240,1 s,1 s,6,5 s,53 m,88 m,40%,40%,4725 m,,2100 m,,1400 m,,4725 m,,180,SSM,4,80,,8,4 s,1 s,4,30 s,140 m,280 m,55%,55%,,,,,,,7000 m,700 m,1000,SSM,4,80,,8,4 s,1 s,4,30 s,140 m,280 m,55%,55%,,,,,,,7000 m,700 m,1000,1992,Mechanized|Motorized|Marine|Airborne|Armored|Support
MUNA,120,SHP,Soviet Union,FALSE,FALSE,,250 km/h,,100,60,20,,0.6,,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,Mechanized|Motorized|Marine|Airborne|Armored|Support
NAJIN,120,SHP,North Korea,TRUE,FALSE,,375 km/h,,180,120,80,,0.6,,4,2,4,4,Naval Gun,6,,10%,400,1 s,1 s,1,2 s,53 m,88 m,15%,15%,4375 m,,2100 m,,700 m,,4375 m,,30,Naval Gun,6,,10%,400,1 s,1 s,1,2 s,53 m,88 m,15%,15%,4375 m,,2100 m,,700 m,,4375 m,,30,SSM,8,160,,2,4 s,3 s,1,10 s,140 m,280 m,50%,50%,,,,,,,5250 m,700 m,250,1972,Mechanized|Motorized|Marine|Airborne|Armored|Support
NANUSHKA-III,120,SHP,Soviet Union,FALSE,FALSE,,500 km/h,,80,120,40,,0.6,,4,2,4,4,Naval Gun,3,,10%,240,1 s,0 s,30,20 s,40 m,67 m,25%,25%,3150 m,,2100 m,,1400 m,,3150 m,,450,SSM,8,160,,6,4 s,3 s,1,10 s,140 m,280 m,60%,60%,,,,,,,6125 m,700 m,250,SSM,8,160,,6,4 s,3 s,1,10 s,140 m,280 m,60%,60%,,,,,,,6125 m,700 m,250,1979,Mechanized|Motorized|Marine|Airborne|Armored|Support
OLIVER HAZARD PERRY,165,SHP,United States,TRUE,FALSE,,450 km/h,,175,120,160,,0.4,,4,2,4,4,Naval Gun,3,,10%,480,1 s,1 s,16,12 s,40 m,67 m,25%,25%,3150 m,,2100 m,,1400 m,,3150 m,,240,SSM,4,80,,16,4 s,3 s,1,10 s,140 m,280 m,40%,40%,,,,,,,8750 m,700 m,250,Naval SAM,7,,,16,,1 s,1,6 s,172 m,343 m,50%,50%,,,3500 m,,3850 m,,,,73,1980,Mechanized|Motorized|Marine|Airborne|Armored|Support
MOSKIT,60,SHP,China,FALSE,FALSE,,600 km/h,,50,80,40,,0.8,,2,2,2,4,SSM,8,160,,4,4 s,3 s,1,10 s,140 m,280 m,50%,50%,,,,,,,5250 m,700 m,250,SSM,8,160,,4,4 s,3 s,1,10 s,140 m,280 m,50%,50%,,,,,,,5250 m,700 m,250,SSM,8,160,,4,4 s,3 s,1,10 s,140 m,280 m,50%,50%,,,,,,,5250 m,700 m,250,1971,Mechanized|Motorized|Marine|Airborne|Armored|Support
CHONG-JU,80,SHP,North Korea,FALSE,FALSE,,450 km/h,,40,170,40,,0.75,,2,2,2,4,Naval Gun,4,,10%,45,1 s,1 s,1,8 s,44 m,75 m,20%,5%,2800 m,,,,,,2800 m,,20,MMG,1,,,1600,1 s,0 s,12,5 s,4 m,13 m,10%,5%,1400 m,,1750 m,,,,1400 m,,40,MLRS,7,,25%,160,30 s,1 s,40,240 s,51 m,256 m,,,17500 m,3500 m,,,,,17500 m,3500 m,720,1976,Mechanized|Motorized|Marine|Airborne|Armored|Support
BAEK-KU,75,SHP,South Korea,FALSE,FALSE,,500 km/h,,80,120,160,,0.7,,2,2,2,4,Naval Gun,2,,10%,100,1 s,1 s,10,12 s,40 m,67 m,15%,15%,2800 m,,2100 m,,700 m,,2800 m,,100,Naval SAM,7,,,12,,1 s,2,6 s,172 m,343 m,50%,50%,,,3500 m,,4200 m,,,,154,MMG,0.75,,,4000,1 s,0 s,20,4 s,4 m,11 m,15%,15%,1225 m,,1225 m,,,,1225 m,,40,1970,Mechanized|Motorized|Marine|Airborne|Armored|Support
PEGASUS,100,SHP,United States,FALSE,FALSE,,700 km/h,,60,120,40,,0.8,,2,2,2,4,Naval Gun,2,,10%,160,1 s,1 s,16,12 s,40 m,67 m,20%,20%,3150 m,,2100 m,,700 m,,3150 m,,160,SSM,4,80,,8,4 s,3 s,1,10 s,140 m,280 m,40%,40%,,,,,,,8750 m,700 m,250,SSM,4,80,,8,4 s,3 s,1,10 s,140 m,280 m,40%,40%,,,,,,,8750 m,700 m,250,1976,Mechanized|Motorized|Marine|Airborne|Armored|Support
PO-HANG,125,SHP,South Korea,FALSE,FALSE,,500 km/h,,120,120,40,,0.6,,4,2,4,4,Naval Gun,2,,10%,640,1 s,1 s,16,12 s,40 m,67 m,20%,20%,3150 m,,2100 m,,700 m,,3150 m,,160,Naval Gun,2,,10%,640,1 s,1 s,16,12 s,40 m,67 m,20%,20%,3150 m,,2100 m,,700 m,,3150 m,,160,SSM,4,80,,2,4 s,3 s,1,10 s,140 m,280 m,40%,40%,,,,,,,8750 m,700 m,250,1985,Mechanized|Motorized|Marine|Airborne|Armored|Support
PETIT BATO,35,SHP,United States,FALSE,FALSE,TRUE,350 km/h,,10,60,40,,1,,4,1,4,4,Autocannon,1,2,,105,1 s,1 s,2,2 s,7 m,22 m,50%,25%,1750 m,,,,,,1750 m,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,Mechanized|Motorized|Marine|Airborne|Armored|Support
PETIT BATO,15,SHP,Soviet Union,FALSE,FALSE,TRUE,210 km/h,,10,60,40,,1,,4,1,4,4,ATGM,1,13,,3,2 s,1 s,1,10 s,4 m,280 m,35%,,2450 m,175 m,,,,,2450 m,175 m,53,Main Gun,2,12,,1000,1 s,7 s,40,7 s,2 m,128 m,35%,5%,1575 m,,,,,,1575 m,,600,,,,,,,,,,,,,,,,,,,,,,,1973,Mechanized|Motorized|Marine|Airborne|Armored|Support
SHANTOU,30,SHP,China,FALSE,FALSE,,350 km/h,,40,170,40,,0.9,,2,2,2,4,Recoilless Rifle,3,12,,50,1 s,1 s,1,6 s,2 m,142 m,30%,15%,1925 m,,,,,,1925 m,,15,Naval Auto-cannon,1,,,1600,0 s,1 s,5,6 s,8 m,16 m,10%,5%,2100 m,,2450 m,,2800 m,,2100 m,,40,Naval Auto-cannon,1,,,1600,0 s,1 s,5,6 s,8 m,16 m,10%,5%,2100 m,,2450 m,,2800 m,,2100 m,,40,1960,Mechanized|Motorized|Marine|Airborne|Armored|Support
